Category         Instruction         legal  fp_val  fp_single  uopc             iq_type   fu_code    dst_type  rs1_type  rs2_type  frs3_en  imm_sel  uses_ldq  uses_stq  is_amo  is_fence  is_fencei  mem_cmd    wakeup_delay  bypassable  is_br  is_sys_pc2epc  inst_unique  flush_on_commit  csr_cmd  is_rvv  can_be_split  uses_vm  v_ls_ew   vstart_is_zero  allow_vd_is_v0  not_use_vtype  vd_unequal_vs1  vd_unequal_vs2
Float            FCVT_D_LU           Y      Y       N          uopFCVT_D_X      IQT_INT   FU_I2F     RT_FLT    RT_FIX    RT_X      N        IS_I     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FCVT_W_S            Y      Y       Y          uopFCVT_X_S      IQT_FP    FU_F2I     RT_FIX    RT_FLT    RT_X      N        IS_I     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FCVT_WU_S           Y      Y       Y          uopFCVT_X_S      IQT_FP    FU_F2I     RT_FIX    RT_FLT    RT_X      N        IS_I     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FCVT_L_S            Y      Y       Y          uopFCVT_X_S      IQT_FP    FU_F2I     RT_FIX    RT_FLT    RT_X      N        IS_I     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FCVT_LU_S           Y      Y       Y          uopFCVT_X_S      IQT_FP    FU_F2I     RT_FIX    RT_FLT    RT_X      N        IS_I     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FCVT_W_D            Y      Y       N          uopFCVT_X_D      IQT_FP    FU_F2I     RT_FIX    RT_FLT    RT_X      N        IS_I     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FCVT_WU_D           Y      Y       N          uopFCVT_X_D      IQT_FP    FU_F2I     RT_FIX    RT_FLT    RT_X      N        IS_I     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FCVT_L_D            Y      Y       N          uopFCVT_X_D      IQT_FP    FU_F2I     RT_FIX    RT_FLT    RT_X      N        IS_I     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FCVT_LU_D           Y      Y       N          uopFCVT_X_D      IQT_FP    FU_F2I     RT_FIX    RT_FLT    RT_X      N        IS_I     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FEQ_S               Y      Y       Y          uopCMPR_S        IQT_FP    FU_F2I     RT_FIX    RT_FLT    RT_FLT    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FLT_S               Y      Y       Y          uopCMPR_S        IQT_FP    FU_F2I     RT_FIX    RT_FLT    RT_FLT    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FLE_S               Y      Y       Y          uopCMPR_S        IQT_FP    FU_F2I     RT_FIX    RT_FLT    RT_FLT    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FEQ_D               Y      Y       N          uopCMPR_D        IQT_FP    FU_F2I     RT_FIX    RT_FLT    RT_FLT    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FLT_D               Y      Y       N          uopCMPR_D        IQT_FP    FU_F2I     RT_FIX    RT_FLT    RT_FLT    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FLE_D               Y      Y       N          uopCMPR_D        IQT_FP    FU_F2I     RT_FIX    RT_FLT    RT_FLT    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FMIN_S              Y      Y       Y          uopFMINMAX_S     IQT_FP    FU_FPU     RT_FLT    RT_FLT    RT_FLT    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FMAX_S              Y      Y       Y          uopFMINMAX_S     IQT_FP    FU_FPU     RT_FLT    RT_FLT    RT_FLT    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FMIN_D              Y      Y       N          uopFMINMAX_D     IQT_FP    FU_FPU     RT_FLT    RT_FLT    RT_FLT    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FMAX_D              Y      Y       N          uopFMINMAX_D     IQT_FP    FU_FPU     RT_FLT    RT_FLT    RT_FLT    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FADD_S              Y      Y       Y          uopFADD_S        IQT_FP    FU_FPU     RT_FLT    RT_FLT    RT_FLT    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FSUB_S              Y      Y       Y          uopFSUB_S        IQT_FP    FU_FPU     RT_FLT    RT_FLT    RT_FLT    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FMUL_S              Y      Y       Y          uopFMUL_S        IQT_FP    FU_FPU     RT_FLT    RT_FLT    RT_FLT    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FADD_D              Y      Y       N          uopFADD_D        IQT_FP    FU_FPU     RT_FLT    RT_FLT    RT_FLT    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FSUB_D              Y      Y       N          uopFSUB_D        IQT_FP    FU_FPU     RT_FLT    RT_FLT    RT_FLT    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FMUL_D              Y      Y       N          uopFMUL_D        IQT_FP    FU_FPU     RT_FLT    RT_FLT    RT_FLT    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FMADD_S             Y      Y       Y          uopFMADD_S       IQT_FP    FU_FPU     RT_FLT    RT_FLT    RT_FLT    Y        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FMSUB_S             Y      Y       Y          uopFMSUB_S       IQT_FP    FU_FPU     RT_FLT    RT_FLT    RT_FLT    Y        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FNMADD_S            Y      Y       Y          uopFNMADD_S      IQT_FP    FU_FPU     RT_FLT    RT_FLT    RT_FLT    Y        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FNMSUB_S            Y      Y       Y          uopFNMSUB_S      IQT_FP    FU_FPU     RT_FLT    RT_FLT    RT_FLT    Y        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FMADD_D             Y      Y       N          uopFMADD_D       IQT_FP    FU_FPU     RT_FLT    RT_FLT    RT_FLT    Y        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FMSUB_D             Y      Y       N          uopFMSUB_D       IQT_FP    FU_FPU     RT_FLT    RT_FLT    RT_FLT    Y        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FNMADD_D            Y      Y       N          uopFNMADD_D      IQT_FP    FU_FPU     RT_FLT    RT_FLT    RT_FLT    Y        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
Float            FNMSUB_D            Y      Y       N          uopFNMSUB_D      IQT_FP    FU_FPU     RT_FLT    RT_FLT    RT_FLT    Y        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
FDivSqrt         FDIV_S              Y      Y       Y          uopFDIV_S        IQT_FP    FU_FDV     RT_FLT    RT_FLT    RT_FLT    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
FDivSqrt         FDIV_D              Y      Y       N          uopFDIV_D        IQT_FP    FU_FDV     RT_FLT    RT_FLT    RT_FLT    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
FDivSqrt         FSQRT_S             Y      Y       Y          uopFSQRT_S       IQT_FP    FU_FDV     RT_FLT    RT_FLT    RT_X      N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
FDivSqrt         FSQRT_D             Y      Y       N          uopFSQRT_D       IQT_FP    FU_FDV     RT_FLT    RT_FLT    RT_X      N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    N       N             N        DC2       N               N               N              N               N
VectorCfg        VSETVLI             Y      N       X          uopVSETVLI       IQT_INT   FU_CSR     RT_FIX    RT_FIX    RT_X      N        IS_I     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              Y            Y                CSR.W    Y       N             X        DC2       N               N               Y              N               N
VectorCfg        VSETIVLI            Y      N       X          uopVSETIVLI      IQT_INT   FU_CSR     RT_FIX    RT_X      RT_X      N        IS_I     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              Y            Y                CSR.W    Y       N             X        DC2       N               N               Y              N               N
VectorCfg        VSETVL              Y      N       X          uopVSETVL        IQT_INT   FU_CSR     RT_FIX    RT_FIX    RT_FIX    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              Y            Y                CSR.W    Y       N             X        DC2       N               N               Y              N               N
VectorMem        VLE8_V              Y      N       X          uopVL            IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_X      N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        0.U(2.W)  N               N               N              N               N
VectorMem        VLE16_V             Y      N       X          uopVL            IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_X      N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        1.U(2.W)  N               N               N              N               N
VectorMem        VLE32_V             Y      N       X          uopVL            IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_X      N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        2.U(2.W)  N               N               N              N               N
VectorMem        VLE64_V             Y      N       X          uopVL            IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_X      N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        3.U(2.W)  N               N               N              N               N
VectorMem        VLE8FF_V            Y      N       X          uopVLFF          IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_X      N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        0.U(2.W)  N               N               N              N               N
VectorMem        VLE16FF_V           Y      N       X          uopVLFF          IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_X      N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        1.U(2.W)  N               N               N              N               N
VectorMem        VLE32FF_V           Y      N       X          uopVLFF          IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_X      N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        2.U(2.W)  N               N               N              N               N
VectorMem        VLE64FF_V           Y      N       X          uopVLFF          IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_X      N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        3.U(2.W)  N               N               N              N               N
VectorMem        VSE8_V              Y      N       X          uopVSA           IQT_MVMX  FU_MEMV    RT_X      RT_FIX    RT_X      N        IS_X     N         Y         N       N         N          M_XWR      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        0.U(2.W)  N               N               N              N               N
VectorMem        VSE16_V             Y      N       X          uopVSA           IQT_MVMX  FU_MEMV    RT_X      RT_FIX    RT_X      N        IS_X     N         Y         N       N         N          M_XWR      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        1.U(2.W)  N               N               N              N               N
VectorMem        VSE32_V             Y      N       X          uopVSA           IQT_MVMX  FU_MEMV    RT_X      RT_FIX    RT_X      N        IS_X     N         Y         N       N         N          M_XWR      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        2.U(2.W)  N               N               N              N               N
VectorMem        VSE64_V             Y      N       X          uopVSA           IQT_MVMX  FU_MEMV    RT_X      RT_FIX    RT_X      N        IS_X     N         Y         N       N         N          M_XWR      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        3.U(2.W)  N               N               N              N               N
VectorMem        VLM_V               Y      N       X          uopVLM           IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_X      N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             N        0.U(2.W)  N               N               N              N               N
VectorMem        VSM_V               Y      N       X          uopVSMA          IQT_MVMX  FU_MEMV    RT_X      RT_FIX    RT_X      N        IS_X     N         Y         N       N         N          M_XWR      DC2           N           N      N              N            N                CSR.N    Y       Y             N        0.U(2.W)  N               N               N              N               N
VectorMem        VLSE8_V             Y      N       X          uopVLS           IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_FIX    N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        0.U(2.W)  N               N               N              N               N
VectorMem        VLSE16_V            Y      N       X          uopVLS           IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_FIX    N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        1.U(2.W)  N               N               N              N               N
VectorMem        VLSE32_V            Y      N       X          uopVLS           IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_FIX    N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        2.U(2.W)  N               N               N              N               N
VectorMem        VLSE64_V            Y      N       X          uopVLS           IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_FIX    N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        3.U(2.W)  N               N               N              N               N
VectorMem        VSSE8_V             Y      N       X          uopVSSA          IQT_MVMX  FU_MEMV    RT_X      RT_FIX    RT_FIX    N        IS_X     N         Y         N       N         N          M_XWR      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        0.U(2.W)  N               N               N              N               N
VectorMem        VSSE16_V            Y      N       X          uopVSSA          IQT_MVMX  FU_MEMV    RT_X      RT_FIX    RT_FIX    N        IS_X     N         Y         N       N         N          M_XWR      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        1.U(2.W)  N               N               N              N               N
VectorMem        VSSE32_V            Y      N       X          uopVSSA          IQT_MVMX  FU_MEMV    RT_X      RT_FIX    RT_FIX    N        IS_X     N         Y         N       N         N          M_XWR      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        2.U(2.W)  N               N               N              N               N
VectorMem        VSSE64_V            Y      N       X          uopVSSA          IQT_MVMX  FU_MEMV    RT_X      RT_FIX    RT_FIX    N        IS_X     N         Y         N       N         N          M_XWR      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        3.U(2.W)  N               N               N              N               N
VectorMem        VLUXEI8_V           Y      N       X          uopVLUX          IQT_MVMX  FU_MEMV    RT_VEC    RT_FIX    RT_VU     N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        0.U(2.W)  N               N               N              N               N
VectorMem        VLUXEI16_V          Y      N       X          uopVLUX          IQT_MVMX  FU_MEMV    RT_VEC    RT_FIX    RT_VU     N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        1.U(2.W)  N               N               N              N               N
VectorMem        VLUXEI32_V          Y      N       X          uopVLUX          IQT_MVMX  FU_MEMV    RT_VEC    RT_FIX    RT_VU     N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        2.U(2.W)  N               N               N              N               N
VectorMem        VLUXEI64_V          Y      N       X          uopVLUX          IQT_MVMX  FU_MEMV    RT_VEC    RT_FIX    RT_VU     N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        3.U(2.W)  N               N               N              N               N
VectorMem        VSUXEI8_V           Y      N       X          uopVSUXA         IQT_MVMX  FU_MEMV    RT_X      RT_FIX    RT_VU     N        IS_X     N         Y         N       N         N          M_XWR      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        0.U(2.W)  N               N               N              N               N
VectorMem        VSUXEI16_V          Y      N       X          uopVSUXA         IQT_MVMX  FU_MEMV    RT_X      RT_FIX    RT_VU     N        IS_X     N         Y         N       N         N          M_XWR      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        1.U(2.W)  N               N               N              N               N
VectorMem        VSUXEI32_V          Y      N       X          uopVSUXA         IQT_MVMX  FU_MEMV    RT_X      RT_FIX    RT_VU     N        IS_X     N         Y         N       N         N          M_XWR      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        2.U(2.W)  N               N               N              N               N
VectorMem        VSUXEI64_V          Y      N       X          uopVSUXA         IQT_MVMX  FU_MEMV    RT_X      RT_FIX    RT_VU     N        IS_X     N         Y         N       N         N          M_XWR      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        3.U(2.W)  N               N               N              N               N
VectorMem        VLOXEI8_V           Y      N       X          uopVLOX          IQT_MVMX  FU_MEMV    RT_VEC    RT_FIX    RT_VU     N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        0.U(2.W)  N               N               N              N               N
VectorMem        VLOXEI16_V          Y      N       X          uopVLOX          IQT_MVMX  FU_MEMV    RT_VEC    RT_FIX    RT_VU     N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        1.U(2.W)  N               N               N              N               N
VectorMem        VLOXEI32_V          Y      N       X          uopVLOX          IQT_MVMX  FU_MEMV    RT_VEC    RT_FIX    RT_VU     N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        2.U(2.W)  N               N               N              N               N
VectorMem        VLOXEI64_V          Y      N       X          uopVLOX          IQT_MVMX  FU_MEMV    RT_VEC    RT_FIX    RT_VU     N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        3.U(2.W)  N               N               N              N               N
VectorMem        VSOXEI8_V           Y      N       X          uopVSOXA         IQT_MVMX  FU_MEMV    RT_X      RT_FIX    RT_VU     N        IS_X     N         Y         N       N         N          M_XWR      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        0.U(2.W)  N               N               N              N               N
VectorMem        VSOXEI16_V          Y      N       X          uopVSOXA         IQT_MVMX  FU_MEMV    RT_X      RT_FIX    RT_VU     N        IS_X     N         Y         N       N         N          M_XWR      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        1.U(2.W)  N               N               N              N               N
VectorMem        VSOXEI32_V          Y      N       X          uopVSOXA         IQT_MVMX  FU_MEMV    RT_X      RT_FIX    RT_VU     N        IS_X     N         Y         N       N         N          M_XWR      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        2.U(2.W)  N               N               N              N               N
VectorMem        VSOXEI64_V          Y      N       X          uopVSOXA         IQT_MVMX  FU_MEMV    RT_X      RT_FIX    RT_VU     N        IS_X     N         Y         N       N         N          M_XWR      DC2           N           N      N              N            N                CSR.N    Y       Y             Y        3.U(2.W)  N               N               N              N               N
VectorMem        VL1RE8_V            Y      N       X          uopVLR           IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_X      N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             N        0.U(2.W)  N               N               Y              N               N
VectorMem        VL1RE16_V           Y      N       X          uopVLR           IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_X      N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             N        1.U(2.W)  N               N               Y              N               N
VectorMem        VL1RE32_V           Y      N       X          uopVLR           IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_X      N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             N        2.U(2.W)  N               N               Y              N               N
VectorMem        VL1RE64_V           Y      N       X          uopVLR           IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_X      N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             N        3.U(2.W)  N               N               Y              N               N
VectorMem        VL2RE8_V            Y      N       X          uopVLR           IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_X      N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             N        0.U(2.W)  N               N               Y              N               N
VectorMem        VL2RE16_V           Y      N       X          uopVLR           IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_X      N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             N        1.U(2.W)  N               N               Y              N               N
VectorMem        VL2RE32_V           Y      N       X          uopVLR           IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_X      N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             N        2.U(2.W)  N               N               Y              N               N
VectorMem        VL2RE64_V           Y      N       X          uopVLR           IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_X      N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             N        3.U(2.W)  N               N               Y              N               N
VectorMem        VL4RE8_V            Y      N       X          uopVLR           IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_X      N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             N        0.U(2.W)  N               N               Y              N               N
VectorMem        VL4RE16_V           Y      N       X          uopVLR           IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_X      N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             N        1.U(2.W)  N               N               Y              N               N
VectorMem        VL4RE32_V           Y      N       X          uopVLR           IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_X      N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             N        2.U(2.W)  N               N               Y              N               N
VectorMem        VL4RE64_V           Y      N       X          uopVLR           IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_X      N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             N        3.U(2.W)  N               N               Y              N               N
VectorMem        VL8RE8_V            Y      N       X          uopVLR           IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_X      N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             N        0.U(2.W)  N               N               Y              N               N
VectorMem        VL8RE16_V           Y      N       X          uopVLR           IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_X      N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             N        1.U(2.W)  N               N               Y              N               N
VectorMem        VL8RE32_V           Y      N       X          uopVLR           IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_X      N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             N        2.U(2.W)  N               N               Y              N               N
VectorMem        VL8RE64_V           Y      N       X          uopVLR           IQT_MEM   FU_MEM     RT_VEC    RT_FIX    RT_X      N        IS_X     Y         N         N       N         N          M_XRD      DC2           N           N      N              N            N                CSR.N    Y       Y             N        3.U(2.W)  N               N               Y              N               N
VectorMem        VS1R_V              Y      N       X          uopVSR           IQT_MVMX  FU_MEMV    RT_X      RT_FIX    RT_X      N        IS_X     N         Y         N       N         N          M_XWR      DC2           N           N      N              N            N                CSR.N    Y       Y             N        0.U(2.W)  N               N               Y              N               N
VectorMem        VS2R_V              Y      N       X          uopVSR           IQT_MVMX  FU_MEMV    RT_X      RT_FIX    RT_X      N        IS_X     N         Y         N       N         N          M_XWR      DC2           N           N      N              N            N                CSR.N    Y       Y             N        0.U(2.W)  N               N               Y              N               N
VectorMem        VS4R_V              Y      N       X          uopVSR           IQT_MVMX  FU_MEMV    RT_X      RT_FIX    RT_X      N        IS_X     N         Y         N       N         N          M_XWR      DC2           N           N      N              N            N                CSR.N    Y       Y             N        0.U(2.W)  N               N               Y              N               N
VectorMem        VS8R_V              Y      N       X          uopVSR           IQT_MVMX  FU_MEMV    RT_X      RT_FIX    RT_X      N        IS_X     N         Y         N       N         N          M_XWR      DC2           N           N      N              N            N                CSR.N    Y       Y             N        0.U(2.W)  N               N               Y              N               N
VectorInt        VADD_VV             Y      N       X          uopVADD          IQT_VEC   FU_ALU     RT_VEC    RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VADD_VX             Y      N       X          uopVADD          IQT_IVEC  FU_ALU     RT_VEC    RT_FIX    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VADD_VI             Y      N       X          uopVADD          IQT_VEC   FU_ALU     RT_VEC    RT_VI     RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VSUB_VV             Y      N       X          uopVSUB          IQT_VEC   FU_ALU     RT_VEC    RT_VEC    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
VectorInt        VSUB_VX             Y      N       X          uopVSUB          IQT_IVEC  FU_ALU     RT_VEC    RT_FIX    RT_VEC    N        IS_X     N         N         N       N         N          M_X        0.U(2.W)      N           N      N              N            N                CSR.N    Y       Y             Y        DC2       N               N               N              N               N
